Date,AAPL,MSFT,GOOG,AMZN,TSLA
2019-01-02,-0.0033308685268593763,0.018795186923170393,0.018557422862832018,0.005898982252515728,0.02632273458550216
2019-01-03,-0.007952733726951822,-0.01114374245180172,-0.004706071176361459,-0.03590582602877723,-0.06748726627231483
2019-01-04,-0.009945762293469773,-0.019664203892436616,-0.008569404140369108,-0.02472745657969,-0.058635768091804374
2019-01-07,0.03093359099886528,0.018251486772705716,0.01902198635496677,-0.0033290527332621167,0.0038848631475851825
2019-01-08,0.0036248781243293227,-0.012316005247862805,-0.00010716598082383122,-0.011865336218915834,-0.009977694561723593
2019-01-09,-0.010740376316308642,0.017374987905979244,0.005266935676879303,-0.011288935737668537,0.026090216752993722
2019-01-10,-0.02322100587313558,-0.012602617326108456,-0.03925748556669317,-0.04686007022155192,-0.02188334701059169
2019-01-11,0.01627497591517635,0.013565423950422595,0.009943159429529613,0.006013575185635611,-0.036217671382066774
2019-01-14,-0.013121806411092396,-0.014566098902603963,0.0029359116003362384,0.0010156787490573915,-0.06459006241330278
2019-01-15,0.007921807646384504,0.0006292546698944967,-0.0064295552828457225,0.0074667714344516245,0.03814076255254717
2019-01-16,0.02016173152599432,0.0029352754157885297,0.003213470215069014,0.010434125488627766,0.045301131742239154
2019-01-17,-0.008270355819740116,-0.0076850435603988965,-0.021046437158201536,-0.032214883082609225,0.013404571902482676
2019-01-18,0.02872811809810427,0.018779417095280415,0.031111220110815685,0.029984935557902714,0.007366722753700428
2019-01-21,0.008673939533360375,0.026358410920317876,0.015142819082369474,0.039242108860965574,-0.07094742208281057
2019-01-22,0.017956886058549948,0.013594850956747617,0.008008126677676142,0.011371071074106842,-0.052548296046027954
2019-01-23,-0.0030392801415884962,0.00296431464215674,0.020230984502584537,0.002190728648302054,-0.020606050592250624
2019-01-24,-0.008725582394156328,0.006447959377480217,0.004980480774854357,-0.005632658786999478,0.015994856754306674
2019-01-25,0.0033457883438416935,0.015294408356519185,-0.0008082786754513016,-0.0013637621451444426,-0.009458891326823649
2019-01-28,-0.028112799437078118,-0.014760217324886304,-0.012172504867332679,-0.014126057964923389,-0.026381328096764967
2019-01-29,-0.027142303464805173,-0.023505425258040114,-0.0242871697216136,-0.03456164577470211,-0.03067453243054441
2019-01-30,0.009533788577680058,0.0315047447449619,0.02076116519136506,0.02329406358170072,0.01540891839603753
2019-01-31,-0.03728990317595238,-0.025186069590525162,-0.022733892546413892,0.014499231793256184,-0.029993609110400055
2019-02-01,0.007467511946619876,0.004917671241986055,-0.010981902953646538,0.01434640811074539,0.028423713538050732
2019-02-04,0.017334594115426816,0.00010668763857846209,0.023791095722515365,-0.007134293192983421,0.03499419751771904
2019-02-05,0.04554432388938845,0.01808399777891334,0.014782523162916839,0.02028957192812908,0.013213119981182242
2019-02-06,-0.029869547726449452,-0.018930408460844372,-0.03240071278901502,-0.018275058580722647,-0.05745430356083847
2019-02-07,0.032632629720426465,0.012087095704224948,0.011260354652608884,0.02604657882524508,-0.01800212172274429
2019-02-08,0.005974050185601598,0.021507841652510074,-0.009010128481070745,0.0043583345574531585,0.012420056433050553
