Date,AAPL,MSFT,GOOG,AMZN,TSLA
2019-01-01,39.93013931549672,101.7484782806769,53.370073325916145,82.95472779125102,24.72765510037536
2019-01-02,39.79713727117762,103.66085994911037,54.36048434484552,83.44407625825389,25.378554602504384
2019-01-03,39.48064123536499,102.5056900235052,54.104660036337194,80.447947772993,23.66582533043869
2019-01-04,39.08797616244429,100.48999723474809,53.64101533860854,78.45867463751115,22.278161484661936
2019-01-07,40.29710763002674,102.32408909006732,54.66137400044611,78.19748157226103,22.36470909320965
2019-01-08,40.44317973394857,101.06386507185127,54.65551616068817,77.26964216193367,22.141560856915802
2019-01-09,40.00880476417785,102.8198485052062,54.94338324869316,76.39735013709496,22.719238978922338
2019-01-10,39.079760073771745,101.52404930096664,52.7864441738223,72.8173649449302,22.22206598853002
2019-01-11,39.71578222774325,102.90126607089785,53.31130820396058,73.2552576438464,21.417234505126835
2019-01-14,39.1946394218857,101.40239605210598,53.46782549214569,73.32966145229199,20.03389399172035
2019-01-15,39.50513181615527,101.46620398336027,53.12405115229039,73.87719727372196,20.798001985461458
2019-01-16,40.301623677731605,101.76403523744602,53.29476370837208,74.64804122082408,21.7401750133802
2019-01-17,39.9683149098035,100.98197419376429,52.17309881312263,72.24326330054944,22.03159275251961
2019-01-18,41.11652938071456,102.87835680625383,53.79626757416103,74.40947289510902,22.19389338814986
2019-01-21,41.47317167038451,105.59006680976015,54.61089472134329,77.32945753074596,20.619293866279893
2019-01-22,42.217900688556284,107.02554803055186,55.04822568425304,78.2087762884502,19.53578510793457
2019-01-23,42.089588661374,107.34280542966367,56.16190548496594,78.38011049521396,19.133229731641133
2019-01-24,41.722332487573034,108.03494747853891,56.44161877551301,77.9386220771071,19.439263000445976
2019-01-25,41.86192658128784,109.6872780820508,56.395998218648806,77.83233233467362,19.255389124251213
2019-01-28,40.685070635258406,108.06827001978449,55.70951765583422,76.73286829656884,18.747406386133463
2019-01-29,39.58078410158919,105.52807937606875,54.35649114541774,74.08085408322596,18.172338460953416
2019-01-30,39.958138928952536,108.85271458023786,55.48499523731073,75.80649820842731,18.45235454136342
2019-01-31,38.46810379720064,106.11114253570241,54.22360531764742,76.90563419738636,17.89890183208325
2019-02-01,38.755364821870046,106.63296224980452,53.62812694625218,78.00895381159776,18.407655090404077
2019-02-04,39.427173340852455,106.64433866874157,54.90399884784967,77.45241506342792,19.051816208475724
